kd_kementerian;kementerian;kd_program;program;kd_kegiatan;Kegiatan;kd_output;output;kd_nawacita;nawacita;Tematik;Janpres;kd_PN;PN;kd_PP;PP;kd_KP;KP;kd_PPN;PPN;kd_prov;provinsi;kd_kota;Kota; Anggaran 
18;KEMENTERIAN PERTANIAN;11;Program Penyediaan dan Pengembangan Prasarana dan Sarana Pertanian;1794;Pengelolaan Air Irigasi Untuk Pertanian;7;Pembangunan Embung Pertanian;7;Mewujudkan Kemandirian Ekonomi dengan Menggerakkan Sektor-Sektor Strategis Ekonomi Domestik;4;0;56;Ketahanan Pangan;22;Pembangunan Sarana dan Prasarana Pertanian (termasuk irigasi);106;Pembangunan dan Rehabilitasi Bendungan dan Embung;213;Pembangunan embung;35;Provinsi Kalimantan Utara;3502;Kab. Nunukan;92.400
18;KEMENTERIAN PERTANIAN;11;Program Penyediaan dan Pengembangan Prasarana dan Sarana Pertanian;1794;Pengelolaan Air Irigasi Untuk Pertanian;7;Pembangunan Embung Pertanian;7;Mewujudkan Kemandirian Ekonomi dengan Menggerakkan Sektor-Sektor Strategis Ekonomi Domestik;4;0;56;Ketahanan Pangan;22;Pembangunan Sarana dan Prasarana Pertanian (termasuk irigasi);106;Pembangunan dan Rehabilitasi Bendungan dan Embung;213;Pembangunan embung;31;Provinsi Gorontalo;3104;Kab. Bone Bolango;92.400
18;KEMENTERIAN PERTANIAN;11;Program Penyediaan dan Pengembangan Prasarana dan Sarana Pertanian;1794;Pengelolaan Air Irigasi Untuk Pertanian;7;Pembangunan Embung Pertanian;7;Mewujudkan Kemandirian Ekonomi dengan Menggerakkan Sektor-Sektor Strategis Ekonomi Domestik;4;0;56;Ketahanan Pangan;22;Pembangunan Sarana dan Prasarana Pertanian (termasuk irigasi);106;Pembangunan dan Rehabilitasi Bendungan dan Embung;213;Pembangunan embung;18;Provinsi Sulawesi Tengah;1807;Kab. Banggai Kepulauan;92.400
18;KEMENTERIAN PERTANIAN;11;Program Penyediaan dan Pengembangan Prasarana dan Sarana Pertanian;1794;Pengelolaan Air Irigasi Untuk Pertanian;7;Pembangunan Embung Pertanian;7;Mewujudkan Kemandirian Ekonomi dengan Menggerakkan Sektor-Sektor Strategis Ekonomi Domestik;4;0;56;Ketahanan Pangan;22;Pembangunan Sarana dan Prasarana Pertanian (termasuk irigasi);106;Pembangunan dan Rehabilitasi Bendungan dan Embung;213;Pembangunan embung;18;Provinsi Sulawesi Tengah;1809;Kab. Tojo Una-Una;92.400
18;KEMENTERIAN PERTANIAN;11;Program Penyediaan dan Pengembangan Prasarana dan Sarana Pertanian;1794;Pengelolaan Air Irigasi Untuk Pertanian;7;Pembangunan Embung Pertanian;7;Mewujudkan Kemandirian Ekonomi dengan Menggerakkan Sektor-Sektor Strategis Ekonomi Domestik;4;0;56;Ketahanan Pangan;22;Pembangunan Sarana dan Prasarana Pertanian (termasuk irigasi);106;Pembangunan dan Rehabilitasi Bendungan dan Embung;213;Pembangunan embung;19;Provinsi Sulawesi Selatan;1953;Kota Palopo;92.400
18;KEMENTERIAN PERTANIAN;11;Program Penyediaan dan Pengembangan Prasarana dan Sarana Pertanian;1794;Pengelolaan Air Irigasi Untuk Pertanian;7;Pembangunan Embung Pertanian;7;Mewujudkan Kemandirian Ekonomi dengan Menggerakkan Sektor-Sektor Strategis Ekonomi Domestik;4;0;56;Ketahanan Pangan;22;Pembangunan Sarana dan Prasarana Pertanian (termasuk irigasi);106;Pembangunan dan Rehabilitasi Bendungan dan Embung;213;Pembangunan embung;19;Provinsi Sulawesi Selatan;1917;Kab. Sidenreng Rappang;92.400
18;KEMENTERIAN PERTANIAN;11;Program Penyediaan dan Pengembangan Prasarana dan Sarana Pertanian;1794;Pengelolaan Air Irigasi Untuk Pertanian;7;Pembangunan Embung Pertanian;7;Mewujudkan Kemandirian Ekonomi dengan Menggerakkan Sektor-Sektor Strategis Ekonomi Domestik;4;0;56;Ketahanan Pangan;22;Pembangunan Sarana dan Prasarana Pertanian (termasuk irigasi);106;Pembangunan dan Rehabilitasi Bendungan dan Embung;213;Pembangunan embung;20;Provinsi Sulawesi Tenggara;2002;Kab. Buton;92.400
18;KEMENTERIAN PERTANIAN;11;Program Penyediaan dan Pengembangan Prasarana dan Sarana Pertanian;1794;Pengelolaan Air Irigasi Untuk Pertanian;7;Pembangunan Embung Pertanian;7;Mewujudkan Kemandirian Ekonomi dengan Menggerakkan Sektor-Sektor Strategis Ekonomi Domestik;4;0;56;Ketahanan Pangan;22;Pembangunan Sarana dan Prasarana Pertanian (termasuk irigasi);106;Pembangunan dan Rehabilitasi Bendungan dan Embung;213;Pembangunan embung;20;Provinsi Sulawesi Tenggara;2055;Kab. Buton Tengah;92.400
18;KEMENTERIAN PERTANIAN;11;Program Penyediaan dan Pengembangan Prasarana dan Sarana Pertanian;1794;Pengelolaan Air Irigasi Untuk Pertanian;7;Pembangunan Embung Pertanian;7;Mewujudkan Kemandirian Ekonomi dengan Menggerakkan Sektor-Sektor Strategis Ekonomi Domestik;4;0;56;Ketahanan Pangan;22;Pembangunan Sarana dan Prasarana Pertanian (termasuk irigasi);106;Pembangunan dan Rehabilitasi Bendungan dan Embung;213;Pembangunan embung;34;Provinsi Sulawesi Barat;3406;Kab. Mamuju Tengah;92.400
18;KEMENTERIAN PERTANIAN;11;Program Penyediaan dan Pengembangan Prasarana dan Sarana Pertanian;1794;Pengelolaan Air Irigasi Untuk Pertanian;7;Pembangunan Embung Pertanian;7;Mewujudkan Kemandirian Ekonomi dengan Menggerakkan Sektor-Sektor Strategis Ekonomi Domestik;4;0;56;Ketahanan Pangan;22;Pembangunan Sarana dan Prasarana Pertanian (termasuk irigasi);106;Pembangunan dan Rehabilitasi Bendungan dan Embung;213;Pembangunan embung;21;Provinsi Maluku;2104;Kab. Pulau Buru;92.400
18;KEMENTERIAN PERTANIAN;11;Program Penyediaan dan Pengembangan Prasarana dan Sarana Pertanian;1794;Pengelolaan Air Irigasi Untuk Pertanian;7;Pembangunan Embung Pertanian;7;Mewujudkan Kemandirian Ekonomi dengan Menggerakkan Sektor-Sektor Strategis Ekonomi Domestik;4;0;56;Ketahanan Pangan;22;Pembangunan Sarana dan Prasarana Pertanian (termasuk irigasi);106;Pembangunan dan Rehabilitasi Bendungan dan Embung;213;Pembangunan embung;21;Provinsi Maluku;2106;Kab. Seram Bagian Barat;92.400
18;KEMENTERIAN PERTANIAN;11;Program Penyediaan dan Pengembangan Prasarana dan Sarana Pertanian;1794;Pengelolaan Air Irigasi Untuk Pertanian;7;Pembangunan Embung Pertanian;7;Mewujudkan Kemandirian Ekonomi dengan Menggerakkan Sektor-Sektor Strategis Ekonomi Domestik;4;0;56;Ketahanan Pangan;22;Pembangunan Sarana dan Prasarana Pertanian (termasuk irigasi);106;Pembangunan dan Rehabilitasi Bendungan dan Embung;213;Pembangunan embung;21;Provinsi Maluku;2105;Kab. Kepulauan Aru;92.400
18;KEMENTERIAN PERTANIAN;11;Program Penyediaan dan Pengembangan Prasarana dan Sarana Pertanian;1794;Pengelolaan Air Irigasi Untuk Pertanian;7;Pembangunan Embung Pertanian;7;Mewujudkan Kemandirian Ekonomi dengan Menggerakkan Sektor-Sektor Strategis Ekonomi Domestik;4;0;56;Ketahanan Pangan;22;Pembangunan Sarana dan Prasarana Pertanian (termasuk irigasi);106;Pembangunan dan Rehabilitasi Bendungan dan Embung;213;Pembangunan embung;28;Provinsi Maluku Utara;2802;Kab. Halmahera Tengah;92.400
18;KEMENTERIAN PERTANIAN;11;Program Penyediaan dan Pengembangan Prasarana dan Sarana Pertanian;1794;Pengelolaan Air Irigasi Untuk Pertanian;7;Pembangunan Embung Pertanian;7;Mewujudkan Kemandirian Ekonomi dengan Menggerakkan Sektor-Sektor Strategis Ekonomi Domestik;4;0;56;Ketahanan Pangan;22;Pembangunan Sarana dan Prasarana Pertanian (termasuk irigasi);106;Pembangunan dan Rehabilitasi Bendungan dan Embung;213;Pembangunan embung;28;Provinsi Maluku Utara;2804;Kab. Halmahera Selatan;92.400
18;KEMENTERIAN PERTANIAN;11;Program Penyediaan dan Pengembangan Prasarana dan Sarana Pertanian;1794;Pengelolaan Air Irigasi Untuk Pertanian;7;Pembangunan Embung Pertanian;7;Mewujudkan Kemandirian Ekonomi dengan Menggerakkan Sektor-Sektor Strategis Ekonomi Domestik;4;0;56;Ketahanan Pangan;22;Pembangunan Sarana dan Prasarana Pertanian (termasuk irigasi);106;Pembangunan dan Rehabilitasi Bendungan dan Embung;213;Pembangunan embung;28;Provinsi Maluku Utara;2808;Kab. Pulau Morotai;92.400
18;KEMENTERIAN PERTANIAN;11;Program Penyediaan dan Pengembangan Prasarana dan Sarana Pertanian;1794;Pengelolaan Air Irigasi Untuk Pertanian;7;Pembangunan Embung Pertanian;7;Mewujudkan Kemandirian Ekonomi dengan Menggerakkan Sektor-Sektor Strategis Ekonomi Domestik;4;0;56;Ketahanan Pangan;22;Pembangunan Sarana dan Prasarana Pertanian (termasuk irigasi);106;Pembangunan dan Rehabilitasi Bendungan dan Embung;213;Pembangunan embung;28;Provinsi Maluku Utara;2806;Kab. Halmahera Timur;92.400
18;KEMENTERIAN PERTANIAN;11;Program Penyediaan dan Pengembangan Prasarana dan Sarana Pertanian;1794;Pengelolaan Air Irigasi Untuk Pertanian;7;Pembangunan Embung Pertanian;7;Mewujudkan Kemandirian Ekonomi dengan Menggerakkan Sektor-Sektor Strategis Ekonomi Domestik;4;0;56;Ketahanan Pangan;22;Pembangunan Sarana dan Prasarana Pertanian (termasuk irigasi);106;Pembangunan dan Rehabilitasi Bendungan dan Embung;213;Pembangunan embung;33;Provinsi Papua Barat;3301;Kab. Manokwari;92.400
18;KEMENTERIAN PERTANIAN;11;Program Penyediaan dan Pengembangan Prasarana dan Sarana Pertanian;1794;Pengelolaan Air Irigasi Untuk Pertanian;7;Pembangunan Embung Pertanian;7;Mewujudkan Kemandirian Ekonomi dengan Menggerakkan Sektor-Sektor Strategis Ekonomi Domestik;4;0;56;Ketahanan Pangan;22;Pembangunan Sarana dan Prasarana Pertanian (termasuk irigasi);106;Pembangunan dan Rehabilitasi Bendungan dan Embung;213;Pembangunan embung;33;Provinsi Papua Barat;3309;Kab. Tambrauw;92.400
18;KEMENTERIAN PERTANIAN;11;Program Penyediaan dan Pengembangan Prasarana dan Sarana Pertanian;1794;Pengelolaan Air Irigasi Untuk Pertanian;7;Pembangunan Embung Pertanian;7;Mewujudkan Kemandirian Ekonomi dengan Menggerakkan Sektor-Sektor Strategis Ekonomi Domestik;4;0;56;Ketahanan Pangan;22;Pembangunan Sarana dan Prasarana Pertanian (termasuk irigasi);106;Pembangunan dan Rehabilitasi Bendungan dan Embung;213;Pembangunan embung;33;Provinsi Papua Barat;3306;Kab. Teluk Bintuni;92.400
18;KEMENTERIAN PERTANIAN;11;Program Penyediaan dan Pengembangan Prasarana dan Sarana Pertanian;1794;Pengelolaan Air Irigasi Untuk Pertanian;7;Pembangunan Embung Pertanian;7;Mewujudkan Kemandirian Ekonomi dengan Menggerakkan Sektor-Sektor Strategis Ekonomi Domestik;4;0;56;Ketahanan Pangan;22;Pembangunan Sarana dan Prasarana Pertanian (termasuk irigasi);106;Pembangunan dan Rehabilitasi Bendungan dan Embung;213;Pembangunan embung;6;Provinsi Aceh;606;Kab. Aceh Barat;92.400
18;KEMENTERIAN PERTANIAN;11;Program Penyediaan dan Pengembangan Prasarana dan Sarana Pertanian;1794;Pengelolaan Air Irigasi Untuk Pertanian;7;Pembangunan Embung Pertanian;7;Mewujudkan Kemandirian Ekonomi dengan Menggerakkan Sektor-Sektor Strategis Ekonomi Domestik;4;0;56;Ketahanan Pangan;22;Pembangunan Sarana dan Prasarana Pertanian (termasuk irigasi);106;Pembangunan dan Rehabilitasi Bendungan dan Embung;213;Pembangunan embung;6;Provinsi Aceh;618;Kab. Pidie Jaya;92.400
18;KEMENTERIAN PERTANIAN;11;Program Penyediaan dan Pengembangan Prasarana dan Sarana Pertanian;1794;Pengelolaan Air Irigasi Untuk Pertanian;7;Pembangunan Embung Pertanian;7;Mewujudkan Kemandirian Ekonomi dengan Menggerakkan Sektor-Sektor Strategis Ekonomi Domestik;4;0;56;Ketahanan Pangan;22;Pembangunan Sarana dan Prasarana Pertanian (termasuk irigasi);106;Pembangunan dan Rehabilitasi Bendungan dan Embung;213;Pembangunan embung;2;Provinsi Jawa Barat;217;Kab. Cirebon;92.400
18;KEMENTERIAN PERTANIAN;11;Program Penyediaan dan Pengembangan Prasarana dan Sarana Pertanian;1794;Pengelolaan Air Irigasi Untuk Pertanian;7;Pembangunan Embung Pertanian;7;Mewujudkan Kemandirian Ekonomi dengan Menggerakkan Sektor-Sektor Strategis Ekonomi Domestik;4;0;56;Ketahanan Pangan;22;Pembangunan Sarana dan Prasarana Pertanian (termasuk irigasi);106;Pembangunan dan Rehabilitasi Bendungan dan Embung;213;Pembangunan embung;8;Provinsi Sumatera Barat;810;Kab. Dharmas Raya;92.400
18;KEMENTERIAN PERTANIAN;11;Program Penyediaan dan Pengembangan Prasarana dan Sarana Pertanian;1794;Pengelolaan Air Irigasi Untuk Pertanian;7;Pembangunan Embung Pertanian;7;Mewujudkan Kemandirian Ekonomi dengan Menggerakkan Sektor-Sektor Strategis Ekonomi Domestik;4;0;56;Ketahanan Pangan;22;Pembangunan Sarana dan Prasarana Pertanian (termasuk irigasi);106;Pembangunan dan Rehabilitasi Bendungan dan Embung;213;Pembangunan embung;8;Provinsi Sumatera Barat;811;Kab. Solok Selatan;92.400
18;KEMENTERIAN PERTANIAN;11;Program Penyediaan dan Pengembangan Prasarana dan Sarana Pertanian;1794;Pengelolaan Air Irigasi Untuk Pertanian;7;Pembangunan Embung Pertanian;7;Mewujudkan Kemandirian Ekonomi dengan Menggerakkan Sektor-Sektor Strategis Ekonomi Domestik;4;0;56;Ketahanan Pangan;22;Pembangunan Sarana dan Prasarana Pertanian (termasuk irigasi);106;Pembangunan dan Rehabilitasi Bendungan dan Embung;213;Pembangunan embung;12;Provinsi Lampung;1212;Kab. Tulang Bawang Barat;92.400
18;KEMENTERIAN PERTANIAN;11;Program Penyediaan dan Pengembangan Prasarana dan Sarana Pertanian;1794;Pengelolaan Air Irigasi Untuk Pertanian;7;Pembangunan Embung Pertanian;7;Mewujudkan Kemandirian Ekonomi dengan Menggerakkan Sektor-Sektor Strategis Ekonomi Domestik;4;0;56;Ketahanan Pangan;22;Pembangunan Sarana dan Prasarana Pertanian (termasuk irigasi);106;Pembangunan dan Rehabilitasi Bendungan dan Embung;213;Pembangunan embung;12;Provinsi Lampung;1209;Kab. Pesawaran;92.400
18;KEMENTERIAN PERTANIAN;11;Program Penyediaan dan Pengembangan Prasarana dan Sarana Pertanian;1794;Pengelolaan Air Irigasi Untuk Pertanian;7;Pembangunan Embung Pertanian;7;Mewujudkan Kemandirian Ekonomi dengan Menggerakkan Sektor-Sektor Strategis Ekonomi Domestik;4;0;56;Ketahanan Pangan;22;Pembangunan Sarana dan Prasarana Pertanian (termasuk irigasi);106;Pembangunan dan Rehabilitasi Bendungan dan Embung;213;Pembangunan embung;3;Provinsi Jawa Tengah;325;Kab. Boyolali;92.400
18;KEMENTERIAN PERTANIAN;11;Program Penyediaan dan Pengembangan Prasarana dan Sarana Pertanian;1794;Pengelolaan Air Irigasi Untuk Pertanian;7;Pembangunan Embung Pertanian;7;Mewujudkan Kemandirian Ekonomi dengan Menggerakkan Sektor-Sektor Strategis Ekonomi Domestik;4;0;56;Ketahanan Pangan;22;Pembangunan Sarana dan Prasarana Pertanian (termasuk irigasi);106;Pembangunan dan Rehabilitasi Bendungan dan Embung;213;Pembangunan embung;3;Provinsi Jawa Tengah;316;Kab. Cilacap;92.400
18;KEMENTERIAN PERTANIAN;11;Program Penyediaan dan Pengembangan Prasarana dan Sarana Pertanian;1794;Pengelolaan Air Irigasi Untuk Pertanian;7;Pembangunan Embung Pertanian;7;Mewujudkan Kemandirian Ekonomi dengan Menggerakkan Sektor-Sektor Strategis Ekonomi Domestik;4;0;56;Ketahanan Pangan;22;Pembangunan Sarana dan Prasarana Pertanian (termasuk irigasi);106;Pembangunan dan Rehabilitasi Bendungan dan Embung;213;Pembangunan embung;3;Provinsi Jawa Tengah;307;Kab. Tegal;92.400
18;KEMENTERIAN PERTANIAN;11;Program Penyediaan dan Pengembangan Prasarana dan Sarana Pertanian;1794;Pengelolaan Air Irigasi Untuk Pertanian;7;Pembangunan Embung Pertanian;7;Mewujudkan Kemandirian Ekonomi dengan Menggerakkan Sektor-Sektor Strategis Ekonomi Domestik;4;0;56;Ketahanan Pangan;22;Pembangunan Sarana dan Prasarana Pertanian (termasuk irigasi);106;Pembangunan dan Rehabilitasi Bendungan dan Embung;213;Pembangunan embung;33;Provinsi Papua Barat;3303;Kab. Fak Fak;92.400
18;KEMENTERIAN PERTANIAN;11;Program Penyediaan dan Pengembangan Prasarana dan Sarana Pertanian;1794;Pengelolaan Air Irigasi Untuk Pertanian;7;Pembangunan Embung Pertanian;7;Mewujudkan Kemandirian Ekonomi dengan Menggerakkan Sektor-Sektor Strategis Ekonomi Domestik;4;0;56;Ketahanan Pangan;22;Pembangunan Sarana dan Prasarana Pertanian (termasuk irigasi);106;Pembangunan dan Rehabilitasi Bendungan dan Embung;213;Pembangunan embung;30;Provinsi Kepulauan Bangka Beli;3002;Kab. Bangka;92.400
18;KEMENTERIAN PERTANIAN;11;Program Penyediaan dan Pengembangan Prasarana dan Sarana Pertanian;1794;Pengelolaan Air Irigasi Untuk Pertanian;7;Pembangunan Embung Pertanian;7;Mewujudkan Kemandirian Ekonomi dengan Menggerakkan Sektor-Sektor Strategis Ekonomi Domestik;4;0;56;Ketahanan Pangan;22;Pembangunan Sarana dan Prasarana Pertanian (termasuk irigasi);106;Pembangunan dan Rehabilitasi Bendungan dan Embung;213;Pembangunan embung;30;Provinsi Kepulauan Bangka Beli;3006;Kab. Belitung Timur;92.400
18;KEMENTERIAN PERTANIAN;11;Program Penyediaan dan Pengembangan Prasarana dan Sarana Pertanian;1794;Pengelolaan Air Irigasi Untuk Pertanian;7;Pembangunan Embung Pertanian;7;Mewujudkan Kemandirian Ekonomi dengan Menggerakkan Sektor-Sektor Strategis Ekonomi Domestik;4;0;56;Ketahanan Pangan;22;Pembangunan Sarana dan Prasarana Pertanian (termasuk irigasi);106;Pembangunan dan Rehabilitasi Bendungan dan Embung;213;Pembangunan embung;28;Provinsi Maluku Utara;2809;Kab. Pulau Taliabu;92.400
18;KEMENTERIAN PERTANIAN;11;Program Penyediaan dan Pengembangan Prasarana dan Sarana Pertanian;1794;Pengelolaan Air Irigasi Untuk Pertanian;7;Pembangunan Embung Pertanian;7;Mewujudkan Kemandirian Ekonomi dengan Menggerakkan Sektor-Sektor Strategis Ekonomi Domestik;4;0;56;Ketahanan Pangan;22;Pembangunan Sarana dan Prasarana Pertanian (termasuk irigasi);106;Pembangunan dan Rehabilitasi Bendungan dan Embung;213;Pembangunan embung;26;Provinsi Bengkulu;2608;Kab. Kepahiang;92.400
18;KEMENTERIAN PERTANIAN;11;Program Penyediaan dan Pengembangan Prasarana dan Sarana Pertanian;1794;Pengelolaan Air Irigasi Untuk Pertanian;7;Pembangunan Embung Pertanian;7;Mewujudkan Kemandirian Ekonomi dengan Menggerakkan Sektor-Sektor Strategis Ekonomi Domestik;4;0;56;Ketahanan Pangan;22;Pembangunan Sarana dan Prasarana Pertanian (termasuk irigasi);106;Pembangunan dan Rehabilitasi Bendungan dan Embung;213;Pembangunan embung;26;Provinsi Bengkulu;2602;Kab. Bengkulu Selatan;92.400
18;KEMENTERIAN PERTANIAN;11;Program Penyediaan dan Pengembangan Prasarana dan Sarana Pertanian;1794;Pengelolaan Air Irigasi Untuk Pertanian;7;Pembangunan Embung Pertanian;7;Mewujudkan Kemandirian Ekonomi dengan Menggerakkan Sektor-Sektor Strategis Ekonomi Domestik;4;0;56;Ketahanan Pangan;22;Pembangunan Sarana dan Prasarana Pertanian (termasuk irigasi);106;Pembangunan dan Rehabilitasi Bendungan dan Embung;213;Pembangunan embung;24;Provinsi Nusa Tenggara Timur;2421;Kab. Sabu Raijua;92.400
18;KEMENTERIAN PERTANIAN;11;Program Penyediaan dan Pengembangan Prasarana dan Sarana Pertanian;1794;Pengelolaan Air Irigasi Untuk Pertanian;7;Pembangunan Embung Pertanian;7;Mewujudkan Kemandirian Ekonomi dengan Menggerakkan Sektor-Sektor Strategis Ekonomi Domestik;4;0;56;Ketahanan Pangan;22;Pembangunan Sarana dan Prasarana Pertanian (termasuk irigasi);106;Pembangunan dan Rehabilitasi Bendungan dan Embung;213;Pembangunan embung;20;Provinsi Sulawesi Tenggara;2008;Kab. Kolaka Utara;92.400
18;KEMENTERIAN PERTANIAN;11;Program Penyediaan dan Pengembangan Prasarana dan Sarana Pertanian;1794;Pengelolaan Air Irigasi Untuk Pertanian;7;Pembangunan Embung Pertanian;7;Mewujudkan Kemandirian Ekonomi dengan Menggerakkan Sektor-Sektor Strategis Ekonomi Domestik;4;0;56;Ketahanan Pangan;22;Pembangunan Sarana dan Prasarana Pertanian (termasuk irigasi);106;Pembangunan dan Rehabilitasi Bendungan dan Embung;213;Pembangunan embung;19;Provinsi Sulawesi Selatan;1918;Kab. Pangkajene Kepulauan;92.400
18;KEMENTERIAN PERTANIAN;11;Program Penyediaan dan Pengembangan Prasarana dan Sarana Pertanian;1794;Pengelolaan Air Irigasi Untuk Pertanian;7;Pembangunan Embung Pertanian;7;Mewujudkan Kemandirian Ekonomi dengan Menggerakkan Sektor-Sektor Strategis Ekonomi Domestik;4;0;56;Ketahanan Pangan;22;Pembangunan Sarana dan Prasarana Pertanian (termasuk irigasi);106;Pembangunan dan Rehabilitasi Bendungan dan Embung;213;Pembangunan embung;17;Provinsi Sulawesi Utara;1752;Kota Tomohon;92.400
18;KEMENTERIAN PERTANIAN;11;Program Penyediaan dan Pengembangan Prasarana dan Sarana Pertanian;1794;Pengelolaan Air Irigasi Untuk Pertanian;7;Pembangunan Embung Pertanian;7;Mewujudkan Kemandirian Ekonomi dengan Menggerakkan Sektor-Sektor Strategis Ekonomi Domestik;4;0;56;Ketahanan Pangan;22;Pembangunan Sarana dan Prasarana Pertanian (termasuk irigasi);106;Pembangunan dan Rehabilitasi Bendungan dan Embung;213;Pembangunan embung;17;Provinsi Sulawesi Utara;1705;Kab. Kepulauan Talaud;92.400
18;KEMENTERIAN PERTANIAN;11;Program Penyediaan dan Pengembangan Prasarana dan Sarana Pertanian;1794;Pengelolaan Air Irigasi Untuk Pertanian;7;Pembangunan Embung Pertanian;7;Mewujudkan Kemandirian Ekonomi dengan Menggerakkan Sektor-Sektor Strategis Ekonomi Domestik;4;0;56;Ketahanan Pangan;22;Pembangunan Sarana dan Prasarana Pertanian (termasuk irigasi);106;Pembangunan dan Rehabilitasi Bendungan dan Embung;213;Pembangunan embung;17;Provinsi Sulawesi Utara;1704;Kab. Kepulauan Sangihe;92.400
18;KEMENTERIAN PERTANIAN;11;Program Penyediaan dan Pengembangan Prasarana dan Sarana Pertanian;1794;Pengelolaan Air Irigasi Untuk Pertanian;7;Pembangunan Embung Pertanian;7;Mewujudkan Kemandirian Ekonomi dengan Menggerakkan Sektor-Sektor Strategis Ekonomi Domestik;4;0;56;Ketahanan Pangan;22;Pembangunan Sarana dan Prasarana Pertanian (termasuk irigasi);106;Pembangunan dan Rehabilitasi Bendungan dan Embung;213;Pembangunan embung;17;Provinsi Sulawesi Utara;1713;Kab. Bolaang Mongondow Selatan;92.400
18;KEMENTERIAN PERTANIAN;11;Program Penyediaan dan Pengembangan Prasarana dan Sarana Pertanian;1794;Pengelolaan Air Irigasi Untuk Pertanian;7;Pembangunan Embung Pertanian;7;Mewujudkan Kemandirian Ekonomi dengan Menggerakkan Sektor-Sektor Strategis Ekonomi Domestik;4;0;56;Ketahanan Pangan;22;Pembangunan Sarana dan Prasarana Pertanian (termasuk irigasi);106;Pembangunan dan Rehabilitasi Bendungan dan Embung;213;Pembangunan embung;16;Provinsi Kalimantan Timur;1613;Kab. Mahakam Ulu;92.400
18;KEMENTERIAN PERTANIAN;9;Program Pemenuhan Pangan Asal Ternak dan Agribisnis Peternakan Rakyat;1783;Peningkatan Produksi Pakan Ternak;400;Hijauan Pakan Ternak;7;Mewujudkan Kemandirian Ekonomi dengan Menggerakkan Sektor-Sektor Strategis Ekonomi Domestik;4;0;56;Ketahanan Pangan;21;Peningkatan Produksi Pangan;80;Produksi Daging Sapi 710 ribu ton;179;Penyediaan pakan ternak di 13 sentra/kawasan sapi potong;18;Provinsi Sulawesi Tengah;1814;Kab. Morowali Utara;100.100
